"country","organization","type"
"BRU","IMO","member"
"BRU","IMSO","member"
"BRU","Interpol","member"
"BRU","IOC","National Olympic Committee"
"BRU","ISO","correspondent member"
"BRU","ITSO","member"
"BRU","ITU","member"
"BRU","NAM","member"
"BRU","OIC","member"
"BRU","OPCW","member"
"BRU","UN","member"
"BRU","UNCTAD","member"
"BRU","UNESCO","member"
"BRU","UNIFIL","member"
"BRU","UNWTO","member"
"BRU","UPU","member"
"BRU","WCO","member"
"BRU","WHO","member"
"BRU","WIPO","member"
"BRU","WMO","member"
"BRU","WTO","member"
"BS","ACP","member"
"BS","AOSIS","member"
"BS","C","member"
"BS","Caricom","member"
"BS","CDB","regional member"
"BS","CELAC","member"
"BS","FAO","member"
"BS","G-77","member"
"BS","IADB","member"
"BS","IBRD","member"
"BS","ICAO","member"
"BS","IDA","member"
"BS","IFAD","List C"
"BS","IFC","member"
"BS","IFRCS","member"
"BS","ILO","member"
"BS","IMF","member"
"BS","IMO","member"
"BS","IMSO","member"
"BS","Interpol","member"
"BS","IOC","National Olympic Committee"
"BS","IOM","member"
"BS","ISO","correspondent member"
"BS","ITSO","member"
"BS","ITU","member"
"BS","LAES","member"
"BS","MIGA","member"
"BS","NAM","member"
"BS","OAS","member"
"BS","OPANAL","member"
"BS","OPCW","member"
"BS","UN","member"
"BS","UNCTAD","member"
"BS","UNESCO","member"
"BS","UNIDO","member"
"BS","UNWTO","member"
"BS","UPU","member"
"BS","WCO","member"
"BS","WHO","member"
"BS","WIPO","member"
"BS","WMO","member"
"BS","WTO","observer"
"BVI","Caricom","associate member"
"BVI","CDB","regional member"
"BVI","Interpol","subbureau"
"BVI","IOC","National Olympic Committee"
"BVI","OECS","member"
"BVI","UNESCO","associate member"
"BVI","UPU","member"
"BY","BSEC","observer"
"BY","CBSS","observer"
"BY","CEI","member"
"BY","CIS","member"
"BY","CSTO","member"
"BY","EAPC","member"
"BY","EBRD","member"
"BY","EurasEC","member"
"BY","FAO","member"
"BY","GCTU","member"
"BY","IAEA","member"
"BY","IBRD","member"
"BY","ICAO","member"
"BY","ICC","having direct member"
"BY","IFC","member"
"BY","IFRCS","member"
"BY","ILO","member"
"BY","IMF","member"
"BY","IMSO","member"
"BY","Interpol","member"
"BY","IOC","National Olympic Committee"
"BY","IOM","member"
"BY","IPU","member"
"BY","ISO","member"
"BY","ITU","member"
"BY","ITUC","member"
"BY","MIGA","member"
"BY","NAM","member"
"BY","NSG","member"
"BY","OPCW","member"
"BY","OSCE","member"
"BY","PCA","member"
"BY","PFP","member"
"BY","SCO","dialogue member"
"BY","UN","member"
"BY","UNCTAD","member"
"BY","UNESCO","member"
"BY","UNIDO","member"
"BY","UNIFIL","member"
"BY","UNMISS","member"
"BY","UNWTO","member"
"BY","UPU","member"
"BY","WCO","member"
"BY","WFTU","member"
"BY","WHO","member"
"BY","WIPO","member"
"BY","WMO","member"
"BY","WTO","observer"
"BY","ZC","member"
"BZ","ACP","member"
"BZ","AOSIS","member"
"BZ","C","member"
"BZ","Caricom","member"
"BZ","CD","signatory"
"BZ","CDB","regional member"
"BZ","CELAC","member"
"BZ","FAO","member"
"BZ","G-77","member"
"BZ","IADB","member"
"BZ","IAEA","member"
"BZ","IBRD","member"
"BZ","ICAO","member"
"BZ","ICCt","state accepting jurisdiction"
"BZ","IDA","member"
"BZ","IFAD","List C"
"BZ","IFC","member"
"BZ","IFRCS","member"
"BZ","ILO","member"
"BZ","IMF","member"
"BZ","IMO","member"
"BZ","Interpol","member"
"BZ","IOC","National Olympic Committee"
"BZ","IOM","member"
"BZ","ISO","subscriber member"
"BZ","ITU","member"
"BZ","ITUC","member"
"BZ","LAES","member"
"BZ","MIGA","member"
"BZ","NAM","member"
"BZ","OAS","member"
"BZ","OPANAL","member"
"BZ","OPCW","member"
"BZ","PCA","member"
"BZ","SICA","member"
"BZ","UN","member"
"BZ","UNCTAD","member"
"BZ","UNESCO","member"
"BZ","UNIDO","member"
"BZ","UPU","member"
"BZ","WCO","member"
"BZ","WHO","member"
"BZ","WIPO","member"
"BZ","WMO","member"
"BZ","WTO","member"
"C","ACP","member"
"C","AOSIS","member"
"C","CELAC","member"
"C","FAO","member"
"C","G-77","member"
"C","IAEA","member"
"C","ICAO","member"
"C","ICC","national committee"
"C","IFAD","List C"
"C","IFRCS","member"
"C","IHO","member"
"C","ILO","member"
"C","IMO","member"
"C","IMSO","member"
"C","Interpol","member"
"C","IOC","National Olympic Committee"
"C","IOM","observer"
"C","IPU","member"
"C","ISO","member"
"C","ITSO","member"
"C","ITU","member"
"C","LAES","member"
"C","LAIA","member"
"C","NAM","member"
"C","OAS","member"
"C","OPANAL","member"
"C","OPCW","member"
"C","PCA","member"
"C","UN","member"
"C","UNCTAD","member"
"C","UNESCO","member"
"C","UNIDO","member"
"C","UNWTO","member"
"C","UPU","member"
"C","WCO","member"
"C","WFTU","member"
"C","WHO","member"
"C","WIPO","member"
"C","WMO","member"
"C","WTO","member"
"CAM","ACP","member"
"CAM","AfDB","regional member"
"CAM","AU","member"
"CAM","BDEAC","member"
"CAM","C","member"
"CAM","CEMAC","member"
"CAM","EITI","compliant countries"
"CAM","FAO","member"
"CAM","FZ","member"
"CAM","G-77","member"
"CAM","IAEA","member"
"CAM","IBRD","member"
"CAM","ICAO","member"
"CAM","ICC","national committee"
"CAM","ICJ","accepting compulsory jurisdiction without reservations"
"CAM","IDA","member"
"CAM","IDB","member"
"CAM","IFAD","List C"
"CAM","IFC","member"
"CAM","IFRCS","member"
"CAM","IHO","member"
"CAM","ILO","member"
"CAM","IMF","member"
"CAM","IMO","member"
"CAM","IMSO","member"
"CAM","Interpol","member"
"CAM","IOC","National Olympic Committee"
"CAM","IOM","member"
"CAM","IPU","member"
"CAM","ISO","member"
"CAM","ITSO","member"
"CAM","ITU","member"
"CAM","ITUC","member"
"CAM","MIGA","member"
"CAM","MONUSCO","member"
"CAM","NAM","member"
"CAM","OIC","member"
"CAM","OIF","member"
"CAM","OPCW","member"
"CAM","PCA","member"
"CAM","UN","member"
"CAM","UNAMID","member"
"CAM","UNCTAD","member"
"CAM","UNESCO","member"
"CAM","UNHCR","member"
"CAM","UNIDO","member"
"CAM","UNWTO","member"
"CAM","UPU","member"
"CAM","WCO","member"
"CAM","WFTU","member"
"CAM","WHO","member"
"CAM","WIPO","member"
"CAM","WMO","member"
"CAM","WTO","member"
"CDN","ADB","nonregional member"
"CDN","AfDB","nonregional member"
"CDN","AG","member"
"CDN","APEC","member"
"CDN","ARF","member"
"CDN","ASEAN","dialogue partner"
"CDN","BIS","member"
"CDN","C","member"
"CDN","CD","signatory"
"CDN","CDB","nonregional member"
"CDN","CE","observer"
"CDN","EAPC","member"
"CDN","EBRD","member"
"CDN","EITI","stake holder"
"CDN","FAO","member"
"CDN","FATF","member"
"CDN","G-10","member"
"CDN","G-20","member"
"CDN","G-7","member"
"CDN","G-8","member"
"CDN","IADB","member"
"CDN","IAEA","member"
"CDN","IBRD","member"
"CDN","ICAO","member"
"CDN","ICC","national committee"
"CDN","ICCt","state accepting jurisdiction"
"CDN","ICJ","accepting compulsory jurisdiction with reservations"
"CDN","IDA","member"
"CDN","IEA","member"
"CDN","IFAD","List A"
"CDN","IFC","member"
"CDN","IFRCS","member"
"CDN","IGAD","partner"
"CDN","IHO","member"
"CDN","ILO","member"
"CDN","IMF","member"
"CDN","IMO","member"
"CDN","IMSO","member"
"CDN","Interpol","member"
"CDN","IOC","National Olympic Committee"
"CDN","IOM","member"
"CDN","IPU","member"
"CDN","ISO","member"
"CDN","ITSO","member"
"CDN","ITU","member"
"CDN","ITUC","member"
"CDN","MIGA","member"
"CDN","MONUSCO","member"
"CDN","NAFTA","member"
"CDN","NATO","member"
"CDN","NEA","member"
"CDN","NSG","member"
"CDN","OAS","member"
"CDN","OECD","member"
"CDN","OIF","member"
"CDN","OPCW","member"
"CDN","OSCE","member"
"CDN","PCA","member"
"CDN","PIF","partner"
"CDN","SELEC","observer"
"CDN","UN","member"
"CDN","UNCTAD","member"
"CDN","UNESCO","member"
"CDN","UNFICYP","member"
"CDN","UNHCR","member"
"CDN","UNMISS","member"
"CDN","UNRWA","member"
"CDN","UNTSO","member"
"CDN","UPU","member"
"CDN","WCO","member"
"CDN","WFTU","member"
"CDN","WHO","member"
"CDN","WIPO","member"
"CDN","WMO","member"
"CDN","WTO","member"
"CDN","ZC","member"
"CGO","ACP","member"
"CGO","AfDB","regional member"
"CGO","AU","member"
"CGO","CEMAC","member"
"CGO","CEPGL","member"
"CGO","COMESA","member"
"CGO","FAO","member"
"CGO","G-24","member"
"CGO","G-77","member"
"CGO","IAEA","member"
"CGO","IBRD","member"
"CGO","ICAO","member"
"CGO","ICC","having direct member"
"CGO","ICCt","state accepting jurisdiction"
"CGO","ICJ","accepting compulsory jurisdiction with reservations"
"CGO","IDA","member"
"CGO","IFAD","List C"
"CGO","IFC","member"
"CGO","IFRCS","member"
"CGO","IHO","member"
"CGO","ILO","member"
"CGO","IMF","member"
"CGO","IMO","member"
"CGO","Interpol","member"
"CGO","IOC","National Olympic Committee"
"CGO","IOM","member"
"CGO","IPU","member"
"CGO","ISO","member"
"CGO","ITSO","member"
"CGO","ITU","member"
"CGO","ITUC","member"
"CGO","MIGA","member"
"CGO","NAM","member"
"CGO","OIF","member"
"CGO","OPCW","member"
"CGO","PCA","member"
"CGO","SADC","member"
"CGO","UN","member"
"CGO","UNCTAD","member"
"CGO","UNESCO","member"
"CGO","UNHCR","member"
"CGO","UNIDO","member"
"CGO","UNWTO","member"
"CGO","UPU","member"
"CGO","WCO","member"
"CGO","WFTU","member"
"CGO","WHO","member"
"CGO","WIPO","member"
"CGO","WMO","member"
"CGO","WTO","member"
"CH","ADB","nonregional member"
"CH","AfDB","nonregional member"
"CH","AG","member"
"CH","BIS","member"
"CH","CD","signatory"
"CH","CE","member"
"CH","CERN","member"
"CH","EAPC","member"
"CH","EBRD","member"
"CH","EFTA","member"
"CH","EITI","stake holder"
"CH","ESA","member"
"CH","FAO","member"
"CH","FATF","member"
"CH","G-10","member"
"CH","IADB","member"
"CH","IAEA","member"
"CH","IBRD","member"
"CH","ICAO","member"
"CH","ICC","national committee"
"CH","ICCt","state accepting jurisdiction"
"CH","ICJ","accepting compulsory jurisdiction with reservations"
"CH","IDA","member"
"CH","IEA","member"
"CH","IFAD","List A"
"CH","IFC","member"
"CH","IFRCS","member"
"CH","IGAD","partner"
"CH","ILO","member"
"CH","IMF","member"
"CH","IMO","member"
"CH","IMSO","member"
"CH","Interpol","member"
"CH","IOC","National Olympic Committee"
"CH","IOM","member"
"CH","IPU","member"
"CH","ISO","member"
"CH","ITSO","member"
"CH","ITU","member"
"CH","ITUC","member"
"CH","LAIA","observer"
"CH","MIGA","member"
"CH","MONUSCO","member"
"CH","NEA","member"
"CH","NSG","member"
"CH","OAS","observer"
"CH","OECD","member"
"CH","OIF","member"
"CH","OPCW","member"
"CH","OSCE","member"
"CH","PCA","member"
"CH","PFP","member"
"CH","UN","member"
"CH","UNCTAD","member"
"CH","UNESCO","member"
"CH","UNHCR","member"
"CH","UNIDO","member"
"CH","UNITAR","member"
"CH","UNMISS","member"
"CH","UNRWA","member"
"CH","UNTSO","member"
"CH","UNWTO","member"
"CH","UPU","member"
"CH","WCO","member"
"CH","WHO","member"
"CH","WIPO","member"
"CH","WMO","member"
"CH","WTO","member"
"CH","ZC","member"
"CI","ACP","member"
"CI","AfDB","regional member"
"CI","AU","member"
"CI","ECOWAS","member"
"CI","EITI","compliant countries"
"CI","Entente","member"
"CI","FAO","member"
"CI","FZ","member"
"CI","G-24","member"
"CI","G-77","member"
"CI","IAEA","member"
"CI","IBRD","member"
"CI","ICAO","member"
"CI","ICC","having direct member"
"CI","ICCt","state accepting jurisdiction"
"CI","ICJ","accepting compulsory jurisdiction with reservations"
"CI","IDA","member"
"CI","IDB","member"
"CI","IFAD","List C"
"CI","IFC","member"
"CI","IFRCS","member"
"CI","ILO","member"
"CI","IMF","member"
"CI","IMO","member"
"CI","Interpol","member"
"CI","IOC","National Olympic Committee"
"CI","IOM","member"
"CI","IPU","member"
"CI","ISO","member"
"CI","ITSO","member"
"CI","ITU","member"
"CI","ITUC","member"
"CI","MIGA","member"
"CI","NAM","member"
"CI","OIC","member"
"CI","OIF","member"
"CI","OPCW","member"
"CI","UN","member"
"CI","UNAMID","member"
"CI","UNCTAD","member"
"CI","UNESCO","member"
"CI","UNHCR","member"
"CI","UNIDO","member"
"CI","UNWTO","member"
"CI","UPU","member"
"CI","WCO","member"
"CI","WFTU","member"
"CI","WHO","member"
"CI","WIPO","member"
"CI","WMO","member"
"CI","WTO","member"
"CK","ACP","member"
"CK","ADB","member"
"CK","AOSIS","member"
"CK","FAO","member"
"CK","ICAO","member"
"CK","ICCt","state accepting jurisdiction"
"CK","IFAD","List C"
"CK","IFRCS","member"
"CK","IMO","member"
"CK","IMSO","member"
"CK","IOC","National Olympic Committee"
"CK","ITUC","member"
"CK","OPCW","member"
"CK","PIF","member"
"CK","Sparteca","member"
"CK","SPC","member"
"CK","UNESCO","member"
"CK","UPU","member"
"CK","WHO","member"
"CK","WMO","member"
"CL","ADB","member"
"CL","ARF","member"
"CL","BIMSTEC","member"
"CL","C","member"
"CL","CD","signatory"
"CL","CICA","observer"
"CL","CP","member"
"CL","FAO","member"
"CL","G-11","member"
"CL","G-15","member"
"CL","G-24","member"
"CL","G-77","member"
"CL","IAEA","member"
"CL","IBRD","member"
"CL","ICAO","member"
"CL","ICC","national committee"
"CL","IDA","member"
"CL","IFAD","List C"
"CL","IFC","member"
"CL","IFRCS","member"
"CL","IHO","member"
"CL","ILO","member"
"CL","IMF","member"
"CL","IMO","member"
"CL","IMSO","member"
"CL","Interpol","member"
"CL","IOC","National Olympic Committee"
"CL","IOM","member"
"CL","IPU","member"
"CL","ISO","member"
"CL","ITSO","member"
"CL","ITU","member"
"CL","ITUC","member"
"CL","MIGA","member"
"CL","MINURSO","member"
"CL","MONUSCO","member"
"CL","NAM","member"
"CL","OAS","observer"
"CL","OPCW","member"
"CL","PCA","member"
"CL","SAARC","member"
"CL","SACEP","member"
"CL","SCO","dialogue member"
"CL","UN","member"
"CL","UNCTAD","member"
"CL","UNESCO","member"
"CL","UNIDO","member"
"CL","UNIFIL","member"
"CL","UNISFA","member"
"CL","UNMISS","member"
"CL","UNWTO","member"
"CL","UPU","member"
"CL","WCO","member"
"CL","WFTU","member"
"CL","WHO","member"
"CL","WIPO","member"
"CL","WMO","member"
"CL","WTO","member"
"CN","ADB","member"
"CN","AfDB","nonregional member"
"CN","APEC","member"
"CN","ARF","member"
"CN","ASEAN","dialogue partner"
"CN","BIS","member"
"CN","CDB","nonregional member"
"CN","CICA","member"
"CN","EAS","member"
"CN","FAO","member"
"CN","FATF","member"
"CN","G-20","member"
"CN","G-24","observer"
"CN","G-77","member"
"CN","IADB","member"
"CN","IAEA","member"
"CN","IBRD","member"
"CN","ICAO","member"
"CN","ICC","national committee"
"CN","IDA","member"
"CN","IFAD","List C"
"CN","IFC","member"
"CN","IFRCS","member"
"CN","IHO","member"
"CN","ILO","member"
"CN","IMF","member"
"CN","IMO","member"
"CN","IMSO","member"
"CN","Interpol","member"
"CN","IOC","National Olympic Committee"
"CN","IOM","observer"
"CN","IPU","member"
"CN","ITSO","member"
"CN","ITU","member"
"CN","LAIA","observer"
"CN","MIGA","member"
"CN","MINURSO","member"
"CN","MONUSCO","member"
"CN","NAM","observer"
"CN","NSG","member"
"CN","OAS","observer"
"CN","OPCW","member"
"CN","PCA","member"
"CN","PIF","partner"
"CN","SAARC","observer"
"CN","SCO","member"
"CN","SICA","observer"
"CN","UN","member"
"CN","UNAMID","member"
"CN","UNCTAD","member"
"CN","UNESCO","member"
"CN","UNFICYP","member"
"CN","UNHCR","member"
"CN","UNIDO","member"
"CN","UNIFIL","member"
"CN","UNMIL","member"
"CN","UNMISS","member"
"CN","UNMIT","member"
"CN","UNOCI","member"
"CN","UNSC","permanent member"
"CN","UNTSO","member"
"CN","UNWTO","member"
"CN","UPU","member"
"CN","WCO","member"
"CN","WHO","member"
"CN","WIPO","member"
"CN","WMO","member"
"CN","WTO","member"
"CN","ZC","member"
"CO","BCIE","nonregional member"
"CO","BIS","member"
"CO","CAN","member"
"CO","Caricom","observer"
"CO","CD","signatory"
"CO","CDB","regional member"
"CO","CELAC","member"
"CO","FAO","member"
"CO","G-24","member"
"CO","G-3","member"
"CO","G-77","member"
"CO","IADB","member"
"CO","IAEA","member"
"CO","IBRD","member"
"CO","ICAO","member"
"CO","ICC","national committee"
"CO","ICCt","state accepting jurisdiction"
"CO","IDA","member"
"CO","IFAD","List C"
"CO","IFC","member"
"CO","IFRCS","member"
"CO","IHO","member"
"CO","ILO","member"
"CO","IMF","member"
"CO","IMO","member"
"CO","IMSO","member"
"CO","Interpol","member"
"CO","IOC","National Olympic Committee"
"CO","IOM","member"
"CO","IPU","member"
"CO","ISO","member"
"CO","ITSO","member"
"CO","ITU","member"
"CO","ITUC","member"
"CO","LAES","member"
"CO","LAIA","member"
"CO","Mercosur","associate member"
"CO","MIGA","member"
"CO","NAM","member"
"CO","OAS","member"
"CO","OPANAL","member"
"CO","OPCW","member"
"CO","PCA","member"
"CO","UN","member"
"CO","UNASUR","member"
"CO","UNCTAD","member"
"CO","UNESCO","member"
"CO","UNHCR","member"
"CO","UNIDO","member"
"CO","UNWTO","member"
"CO","UPU","member"
"CO","WCO","member"
"CO","WFTU","member"
"CO","WHO","member"
"CO","WIPO","member"
"CO","WMO","member"
"CO","WTO","member"
"COM","ACP","member"
"COM","AfDB","regional member"
"COM","AMF","member"
"COM","AOSIS","member"
"COM","AU","member"
"COM","CAEU","candidate"
"COM","COMESA","member"
"COM","FAO","member"
"COM","FZ","member"
"COM","G-77","member"
"COM","IBRD","member"
"COM","ICAO","member"
"COM","ICCt","state accepting jurisdiction"
"COM","IDA","member"
"COM","IDB","member"
"COM","IFAD","List C"
"COM","IFC","member"
"COM","IFRCS","member"
"COM","ILO","member"
"COM","IMF","member"
"COM","IMO","member"
"COM","IMSO","member"
"COM","InOC","member"
"COM","Interpol","member"
"COM","IOC","National Olympic Committee"
"COM","IOM","member"
"COM","ITSO","member"
"COM","ITU","member"
"COM","ITUC","member"
"COM","LAS","member"
"COM","MIGA","member"
"COM","NAM","member"
"COM","OIC","member"
"COM","OIF","member"
"COM","OPCW","member"
"COM","UN","member"
"COM","UNCTAD","member"
"COM","UNESCO","member"
"COM","UNIDO","member"
"COM","UPU","member"
"COM","WCO","member"
"COM","WHO","member"
"COM","WIPO","member"
"COM","WMO","member"
"COM","WTO","observer"
"CR","BCIE","member"
"CR","CACM","member"
"CR","CD","signatory"
"CR","CELAC","member"
"CR","FAO","member"
"CR","G-77","member"
"CR","IADB","member"
"CR","IAEA","member"
"CR","IBRD","member"
"CR","ICAO","member"
"CR","ICC","national committee"
"CR","ICCt","state accepting jurisdiction"
"CR","ICJ","accepting compulsory jurisdiction without reservations"
"CR","IDA","member"
"CR","IFAD","List C"
"CR","IFC","member"
"CR","IFRCS","member"
"CR","ILO","member"
"CR","IMF","member"
"CR","IMO","member"
"CR","IMSO","member"
"CR","Interpol","member"
"CR","IOC","National Olympic Committee"
"CR","IOM","member"
"CR","IPU","member"
"CR","ISO","member"
"CR","ITSO","member"
"CR","ITU","member"
"CR","ITUC","member"
"CR","LAES","member"
"CR","LAIA","observer"
"CR","MIGA","member"
"CR","NAM","observer"
"CR","OAS","member"
"CR","OPANAL","member"
"CR","OPCW","member"
"CR","PCA","member"
"CR","SICA","member"
"CR","UN","member"
"CR","UNCTAD","member"
"CR","UNESCO","member"
"CR","UNHCR","member"
"CR","UNIDO","member"
"CR","UNWTO","member"
"CR","UPU","member"
"CR","WCO","member"
"CR","WFTU","member"
"CR","WHO","member"
"CR","WIPO","member"
"CR","WMO","member"
"CR","WTO","member"
"CUR","AOSIS","observer"
"CUR","Caricom","observer"
"CUR","FATF","member"
"CUR","IMF","member"
"CUR","Interpol","member"
"CUR","ITUC","member"
"CUR","UNESCO","associate member"
"CUR","UPU","member"
"CUR","WCO","member"
"CV","ACP","member"
"CV","AfDB","regional member"
"CV","AOSIS","member"
"CV","AU","member"
"CV","CD","signatory"
"CV","CPLP","member"
"CV","ECOWAS","member"
"CV","FAO","member"
"CV","G-77","member"
"CV","IAEA","member"
"CV","IBRD","member"
"CV","ICAO","member"
"CV","ICCt","state accepting jurisdiction"
"CV","IDA","member"
"CV","IFAD","List C"
"CV","IFC","member"
"CV","IFRCS","member"
"CV","ILO","member"
"CV","IMF","member"
"CV","IMO","member"
"CV","Interpol","member"
"CV","IOC","National Olympic Committee"
"CV","IOM","member"
"CV","IPU","member"
"CV","ITSO","member"
"CV","ITU","member"
"CV","ITUC","member"
"CV","MIGA","member"
"CV","NAM","member"
"CV","OIF","member"
"CV","OPCW","member"
"CV","UN","member"
"CV","UNCTAD","member"
"CV","UNESCO","member"
"CV","UNIDO","member"
"CV","UNWTO","member"
"CV","UPU","member"
"CV","WCO","member"
"CV","WHO","member"
"CV","WIPO","member"
"CV","WMO","member"
"CV","WTO","member"
"CY","AG","member"
"CY","C","member"
"CY","CD","signatory"
"CY","CE","member"
"CY","EBRD","member"
"CY","ECB","member"
"CY","EIB","member"
